avg_loss,last_test,epoch,batch_idx,pres_num,maxn,train_perf
2.3277159,0.125,0,1,16,8,0.0
2.4655445,0.1125,0,2,32,8,0.125
2.2681317,0.1125,0,3,48,8,0.0625
2.0018058,0.1,0,4,64,8,0.0625
2.1345038,0.125,0,5,80,8,0.125
2.1106842,0.125,0,6,96,8,0.125
2.3239741,0.125,0,7,112,8,0.125
2.3813825,0.125,0,8,128,8,0.125
2.3231328,0.125,0,9,144,8,0.0625
2.163577,0.125,0,10,160,8,0.125
2.4691632,0.125,0,11,176,8,0.1875
2.1958866,0.125,0,12,192,8,0.0625
2.2591262,0.125,0,13,208,8,0.0
2.1080596,0.125,0,14,224,8,0.1875
2.0299215,0.125,0,15,240,8,0.25
2.189924,0.125,0,16,256,8,0.1875
2.1646516,0.125,0,17,272,8,0.125
2.1257722,0.125,0,18,288,8,0.125
2.2713237,0.125,0,19,304,8,0.0
2.25425,0.125,0,20,320,8,0.1875
2.0699544,0.125,0,21,336,8,0.0625
2.2665188,0.125,0,22,352,8,0.125
1.9989338,0.125,0,23,368,8,0.1875
2.1332266,0.125,0,24,384,8,0.125
2.0672624,0.125,0,25,400,8,0.1875
2.2004485,0.125,0,26,416,8,0.0
2.2179744,0.125,0,27,432,8,0.0
2.0013015,0.1125,0,28,448,8,0.1875
2.2886004,0.1125,0,29,464,8,0.0625
2.230602,0.1125,0,30,480,8,0.0
2.2510219,0.1125,0,31,496,8,0.125
2.0662174,0.1,1,1,528,8,0.1875
2.4986036,0.1,1,2,544,8,0.0
2.264824,0.1,1,3,560,8,0.0
2.280408,0.1,1,4,576,8,0.0
2.1487882,0.1,1,5,592,8,0.125
2.2060995,0.1,1,6,608,8,0.125
2.2202134,0.0875,1,7,624,8,0.0625
2.004613,0.0875,1,8,640,8,0.25
2.0715518,0.0875,1,9,656,8,0.1875
2.0594716,0.1,1,10,672,8,0.1875
2.1376023,0.1,1,11,688,8,0.125
2.1258006,0.1,1,12,704,8,0.125
2.1956344,0.1,1,13,720,8,0.125
2.131524,0.1125,1,14,736,8,0.25
2.0822992,0.1125,1,15,752,8,0.125
2.2674093,0.125,1,16,768,8,0.125
1.9641199,0.125,1,17,784,8,0.1875
2.0962481,0.1375,1,18,800,8,0.1875
2.1520963,0.1375,1,19,816,8,0.25
2.2255766,0.125,1,20,832,8,0.0625
1.9273297,0.1125,1,21,848,8,0.4375
2.1686993,0.1125,1,22,864,8,0.1875
2.1410096,0.1125,1,23,880,8,0.0625
2.2926295,0.1375,1,24,896,8,0.0625
1.9531729,0.15,1,25,912,8,0.125
2.2316842,0.15,1,26,928,8,0.125
1.9883752,0.15,1,27,944,8,0.1875
2.0952833,0.1625,1,28,960,8,0.125
2.1447442,0.15,1,29,976,8,0.125
2.1650157,0.15,1,30,992,8,0.0625
2.2273142,0.125,1,31,1008,8,0.0625
2.1026695,0.1125,2,1,1040,8,0.0625
2.1386476,0.1,2,2,1056,8,0.0625
2.1058967,0.0875,2,3,1072,8,0.125
1.9928788,0.1,2,4,1088,8,0.1875
1.9327103,0.0875,2,5,1104,8,0.1875
2.2664587,0.0875,2,6,1120,8,0.0625
2.2596362,0.1125,2,7,1136,8,0.125
2.0171301,0.1125,2,8,1152,8,0.4375
2.0131943,0.1,2,9,1168,8,0.1875
2.2916632,0.1125,2,10,1184,8,0.125
2.0628843,0.1125,2,11,1200,8,0.125
2.1745887,0.1,2,12,1216,8,0.1875
2.1423454,0.1,2,13,1232,8,0.0625
2.1128995,0.0875,2,14,1248,8,0.125
2.0865364,0.0875,2,15,1264,8,0.0
2.0275629,0.0875,2,16,1280,8,0.125
2.1578844,0.0875,2,17,1296,8,0.1875
2.0394402,0.0875,2,18,1312,8,0.3125
2.0148826,0.0875,2,19,1328,8,0.3125
2.1368268,0.0875,2,20,1344,8,0.1875
2.155875,0.0875,2,21,1360,8,0.25
2.363774,0.0875,2,22,1376,8,0.0
1.9011025,0.0875,2,23,1392,8,0.3125
